material,temperature_c,dwell_min,length_factor,width_factor,sleeve_factor
Cotton,190.0,7.0,0.9441,0.9564,0.9422
Cotton,190.0,8.0,0.9419,0.9573,0.9425
Cotton,190.0,9.0,0.9409,0.9571,0.943
Cotton,190.0,10.0,0.9427,0.9559,0.941
Cotton,190.0,11.0,0.9425,0.9561,0.9411
Cotton,190.0,12.0,0.9401,0.9549,0.9399
Cotton,190.0,13.0,0.939,0.9563,0.941
Cotton,190.0,14.0,0.9403,0.9553,0.9414
Cotton,190.0,15.0,0.9386,0.9546,0.9389
Cotton,190.0,16.0,0.9402,0.9542,0.9409
Cotton,190.0,17.0,0.9397,0.9563,0.9407
Cotton,190.0,18.0,0.9409,0.954,0.941
Cotton,190.0,19.0,0.9402,0.9562,0.9403
Cotton,190.0,20.0,0.9407,0.9552,0.9387
Cotton,200.0,1.0,0.9461,0.9585,0.9462
Cotton,200.0,2.0,0.9457,0.9595,0.9438
Cotton,200.0,3.0,0.9443,0.9565,0.9448
Cotton,200.0,4.0,0.9428,0.9562,0.9435
Cotton,200.0,5.0,0.9429,0.9563,0.9415
Cotton,200.0,6.0,0.942,0.9566,0.9427
Cotton,200.0,7.0,0.9411,0.9558,0.9416
Cotton,200.0,8.0,0.9403,0.9564,0.9402
Cotton,200.0,9.0,0.9399,0.9559,0.942
Cotton,200.0,10.0,0.9397,0.9558,0.9408
Cotton,200.0,11.0,0.9396,0.9558,0.9413
Cotton,200.0,12.0,0.939,0.956,0.9397
Cotton,200.0,13.0,0.9388,0.9555,0.9398
Cotton,200.0,14.0,0.9395,0.9553,0.9386
Cotton,200.0,15.0,0.9415,0.9553,0.9415
Cotton,200.0,16.0,0.9389,0.9536,0.941
Cotton,200.0,17.0,0.9396,0.9558,0.9411
Cotton,200.0,18.0,0.9387,0.9563,0.9413
Cotton,200.0,19.0,0.941,0.9535,0.9406
Cotton,200.0,20.0,0.9399,0.9536,0.9391
Nylon,30.0,1.0,0.9991,1.0001,0.9993
Nylon,30.0,2.0,0.9989,0.9977,0.9988
Nylon,30.0,3.0,1.001,1.0003,0.9995
Nylon,30.0,4.0,0.9958,0.997,0.9936
Nylon,30.0,5.0,0.992,0.9953,0.9927
Nylon,30.0,6.0,0.9925,0.9958,0.9906
Nylon,30.0,7.0,0.9911,0.993,0.9903
Nylon,30.0,8.0,0.9882,0.9924,0.9905
Nylon,30.0,9.0,0.9873,0.9922,0.9881
Nylon,30.0,10.0,0.9857,0.9907,0.9872
Nylon,30.0,11.0,0.9858,0.9897,0.9856
Nylon,30.0,12.0,0.9855,0.9893,0.9865
Nylon,30.0,13.0,0.9851,0.9898,0.9853
Nylon,30.0,14.0,0.9842,0.9874,0.9834
Nylon,30.0,15.0,0.9814,0.9895,0.9829
Nylon,30.0,16.0,0.9813,0.9891,0.982
Nylon,30.0,17.0,0.9801,0.9865,0.9799
Nylon,30.0,18.0,0.9814,0.9863,0.9803
Nylon,30.0,19.0,0.9785,0.9865,0.9804
Nylon,30.0,20.0,0.9784,0.9866,0.979
Nylon,40.0,1.0,0.9979,0.999,0.9953
Nylon,40.0,2.0,0.996,0.996,0.9949
Nylon,40.0,3.0,0.9921,0.9949,0.9944
Nylon,40.0,4.0,0.9926,0.9957,0.9915
Nylon,40.0,5.0,0.9902,0.9949,0.9916
Nylon,40.0,6.0,0.9885,0.9936,0.988
Nylon,40.0,7.0,0.9887,0.9923,0.9872
Nylon,40.0,8.0,0.986,0.9904,0.9874
Nylon,40.0,9.0,0.9863,0.9904,0.9857
Nylon,40.0,10.0,0.9854,0.9894,0.9858
Nylon,40.0,11.0,0.9827,0.9883,0.9824
Nylon,40.0,12.0,0.9814,0.9879,0.9826
Nylon,40.0,13.0,0.9835,0.9888,0.9807
Nylon,40.0,14.0,0.9827,0.9886,0.9812
Nylon,40.0,15.0,0.9804,0.9863,0.9802
Nylon,40.0,16.0,0.9805,0.9862,0.9793
Nylon,40.0,17.0,0.9799,0.9864,0.9792
Nylon,40.0,18.0,0.9794,0.9858,0.9784
Nylon,40.0,19.0,0.9766,0.9868,0.978
Nylon,40.0,20.0,0.9781,0.9851,0.9775
Nylon,50.0,1.0,0.9919,0.9948,0.9929
Nylon,50.0,2.0,0.9927,0.9944,0.9915
Nylon,50.0,3.0,0.989,0.9936,0.9892
Nylon,50.0,4.0,0.9889,0.9933,0.9878
Nylon,50.0,5.0,0.9891,0.9924,0.9867
Nylon,50.0,6.0,0.9865,0.9901,0.9869
Nylon,50.0,7.0,0.9846,0.9902,0.9848
Nylon,50.0,8.0,0.9857,0.9905,0.9851
Nylon,50.0,9.0,0.9824,0.9889,0.9831
Nylon,50.0,10.0,0.9823,0.9893,0.9827
Nylon,50.0,11.0,0.9814,0.9875,0.9826
Nylon,50.0,12.0,0.9812,0.9878,0.9799
Nylon,50.0,13.0,0.9793,0.9875,0.98
Nylon,50.0,14.0,0.9803,0.9862,0.9799
Nylon,50.0,15.0,0.9778,0.985,0.9792
Nylon,50.0,16.0,0.9781,0.9866,0.9784
Nylon,50.0,17.0,0.9788,0.9843,0.9779
Nylon,50.0,18.0,0.9769,0.9835,0.9774
Nylon,50.0,19.0,0.9768,0.9848,0.9768
Nylon,50.0,20.0,0.9748,0.983,0.9766
Nylon,60.0,1.0,0.9946,0.9983,0.9935
Nylon,60.0,2.0,0.9877,0.9924,0.9881
Nylon,60.0,3.0,0.9881,0.9924,0.988
Nylon,60.0,4.0,0.9856,0.9909,0.9868
Nylon,60.0,5.0,0.9842,0.9897,0.985
Nylon,60.0,6.0,0.9831,0.9894,0.9845
Nylon,60.0,7.0,0.9823,0.9895,0.9827
Nylon,60.0,8.0,0.9826,0.9889,0.9828
Nylon,60.0,9.0,0.9823,0.9881,0.9831
Nylon,60.0,10.0,0.9814,0.9885,0.9823
Nylon,60.0,11.0,0.9804,0.9861,0.9801
Nylon,60.0,12.0,0.9789,0.9851,0.9795
Nylon,60.0,13.0,0.9791,0.9858,0.9777
Nylon,60.0,14.0,0.9787,0.9868,0.9765
Nylon,60.0,15.0,0.9778,0.9838,0.9785
Nylon,60.0,16.0,0.9784,0.9843,0.9764
Nylon,60.0,17.0,0.9768,0.9828,0.9755
Nylon,60.0,18.0,0.9768,0.9834,0.9759
Nylon,60.0,19.0,0.974,0.9842,0.975
Nylon,60.0,20.0,0.9754,0.9819,0.9741
Nylon,70.0,1.0,0.9874,0.9924,0.9891
Nylon,70.0,2.0,0.9871,0.991,0.987
Nylon,70.0,3.0,0.9856,0.9898,0.9863
Nylon,70.0,4.0,0.9851,0.9906,0.9838
Nylon,70.0,5.0,0.9828,0.989,0.9825
Nylon,70.0,6.0,0.9833,0.9895,0.982
Nylon,70.0,7.0,0.9809,0.9863,0.983
Nylon,70.0,8.0,0.9818,0.9874,0.9804
Nylon,70.0,9.0,0.981,0.9874,0.9806
Nylon,70.0,10.0,0.9778,0.9859,0.9792
Nylon,70.0,11.0,0.9784,0.9871,0.9777
Nylon,70.0,12.0,0.9767,0.9861,0.9787
Nylon,70.0,13.0,0.9771,0.9835,0.9773
Nylon,70.0,14.0,0.9758,0.9858,0.9775
Nylon,70.0,15.0,0.9771,0.9831,0.9774
Nylon,70.0,16.0,0.9771,0.9844,0.9747
Nylon,70.0,17.0,0.9752,0.9842,0.9754
Nylon,70.0,18.0,0.9762,0.9838,0.9752
Nylon,70.0,19.0,0.9744,0.9816,0.9745
Nylon,70.0,20.0,0.9735,0.983,0.9735
Nylon,80.0,1.0,0.9852,0.9895,0.985
Nylon,80.0,2.0,0.9844,0.9886,0.9835
Nylon,80.0,3.0,0.9821,0.9894,0.9835
Nylon,80.0,4.0,0.9821,0.9878,0.9814
Nylon,80.0,5.0,0.981,0.987,0.9803
Nylon,80.0,6.0,0.9803,0.987,0.9796
Nylon,80.0,7.0,0.9805,0.9854,0.9786
Nylon,80.0,8.0,0.9782,0.9864,0.9795
Nylon,80.0,9.0,0.9791,0.986,0.9779
Nylon,80.0,10.0,0.9785,0.9857,0.978
Nylon,80.0,11.0,0.978,0.9847,0.9761
Nylon,80.0,12.0,0.9779,0.9844,0.9765
Nylon,80.0,13.0,0.9768,0.984,0.9753
Nylon,80.0,14.0,0.9767,0.9841,0.9769
Nylon,80.0,15.0,0.9758,0.984,0.9761
Nylon,80.0,16.0,0.9746,0.9818,0.9747
Nylon,80.0,17.0,0.9742,0.9819,0.9752
Nylon,80.0,18.0,0.9729,0.9815,0.9749
Nylon,80.0,19.0,0.9731,0.9829,0.9745
Nylon,80.0,20.0,0.973,0.9819,0.9737
Nylon,90.0,1.0,0.9852,0.9888,0.9833
Nylon,90.0,2.0,0.983,0.9893,0.9825
Nylon,90.0,3.0,0.9819,0.987,0.9822
Nylon,90.0,4.0,0.9822,0.9875,0.9808
Nylon,90.0,5.0,0.9799,0.9869,0.981
Nylon,90.0,6.0,0.9806,0.9849,0.9781
Nylon,90.0,7.0,0.9794,0.9853,0.9785
Nylon,90.0,8.0,0.9766,0.9862,0.979
Nylon,90.0,9.0,0.9777,0.9833,0.9762
Nylon,90.0,10.0,0.9768,0.9841,0.9769
Nylon,90.0,11.0,0.9767,0.9835,0.9763
Nylon,90.0,12.0,0.975,0.9851,0.9754
Nylon,90.0,13.0,0.9747,0.9822,0.9737
Nylon,90.0,14.0,0.9744,0.982,0.9741
Nylon,90.0,15.0,0.9744,0.9815,0.9749
Nylon,90.0,16.0,0.9735,0.9837,0.975
Nylon,90.0,17.0,0.9742,0.9821,0.973
Nylon,90.0,18.0,0.9729,0.9823,0.9737
Nylon,90.0,19.0,0.972,0.9816,0.9742
Nylon,90.0,20.0,0.9716,0.9832,0.9731
Nylon,100.0,1.0,0.9807,0.9866,0.9827
Nylon,100.0,2.0,0.9809,0.9889,0.9798
Nylon,100.0,3.0,0.98,0.9867,0.9811
Nylon,100.0,4.0,0.9792,0.9853,0.9794
Nylon,100.0,5.0,0.9785,0.9853,0.9777
Nylon,100.0,6.0,0.9782,0.9863,0.9772
Nylon,100.0,7.0,0.977,0.985,0.9769
Nylon,100.0,8.0,0.9769,0.9851,0.9755
Nylon,100.0,9.0,0.9767,0.983,0.9768
Nylon,100.0,10.0,0.9771,0.9846,0.9755
Nylon,100.0,11.0,0.9763,0.9822,0.9751
Nylon,100.0,12.0,0.9761,0.9819,0.9751
Nylon,100.0,13.0,0.9737,0.9815,0.9738
Nylon,100.0,14.0,0.9738,0.9826,0.9738
Nylon,100.0,15.0,0.9733,0.9837,0.9744
Nylon,100.0,16.0,0.9718,0.9834,0.9739
Nylon,100.0,17.0,0.9731,0.9806,0.9728
Nylon,100.0,18.0,0.9712,0.9832,0.9735
Nylon,100.0,19.0,0.9717,0.9803,0.9723
Nylon,100.0,20.0,0.9714,0.9803,0.9714
Nylon,110.0,1.0,0.979,0.9858,0.9795
Nylon,110.0,2.0,0.9786,0.9863,0.9806
Nylon,110.0,3.0,0.9794,0.9859,0.9797
Nylon,110.0,4.0,0.9776,0.9842,0.977
Nylon,110.0,5.0,0.9764,0.9849,0.9789
Nylon,110.0,6.0,0.976,0.9844,0.9772
Nylon,110.0,7.0,0.9769,0.9837,0.9767
Nylon,110.0,8.0,0.9745,0.9828,0.9754
Nylon,110.0,9.0,0.9759,0.9842,0.9753
Nylon,110.0,10.0,0.9753,0.9831,0.9737
Nylon,110.0,11.0,0.9728,0.9841,0.9741
Nylon,110.0,12.0,0.9753,0.9831,0.9725
Nylon,110.0,13.0,0.9739,0.9837,0.9733
Nylon,110.0,14.0,0.9742,0.9816,0.9725
Nylon,110.0,15.0,0.9733,0.9816,0.9737
Nylon,110.0,16.0,0.9733,0.982,0.9716
Nylon,110.0,17.0,0.9728,0.9806,0.9724
Nylon,110.0,18.0,0.973,0.9799,0.9708
Nylon,110.0,19.0,0.9716,0.9803,0.9711
Nylon,110.0,20.0,0.9701,0.9798,0.9729
Nylon,120.0,1.0,0.9801,0.9874,0.9795
Nylon,120.0,2.0,0.9772,0.9866,0.9772
Nylon,120.0,3.0,0.9788,0.9853,0.979
Nylon,120.0,4.0,0.9776,0.9839,0.9769
Nylon,120.0,5.0,0.9768,0.9855,0.9757
Nylon,120.0,6.0,0.977,0.9847,0.9753
Nylon,120.0,7.0,0.974,0.9844,0.9749
Nylon,120.0,8.0,0.9735,0.9846,0.9741
Nylon,120.0,9.0,0.9743,0.9842,0.9747
Nylon,120.0,10.0,0.9739,0.9816,0.9747
Nylon,120.0,11.0,0.974,0.9836,0.9742
Nylon,120.0,12.0,0.9719,0.9823,0.9724
Nylon,120.0,13.0,0.9741,0.9809,0.9733
Nylon,120.0,14.0,0.9731,0.981,0.9732
Nylon,120.0,15.0,0.9725,0.9816,0.9736
Nylon,120.0,16.0,0.9718,0.9824,0.9729
Nylon,120.0,17.0,0.9719,0.9797,0.9731
Nylon,120.0,18.0,0.9715,0.9812,0.9728
Nylon,120.0,19.0,0.9719,0.9806,0.9717
Nylon,120.0,20.0,0.9699,0.9809,0.9725
Nylon,130.0,1.0,0.9778,0.9861,0.9784
Nylon,130.0,2.0,0.9758,0.9845,0.9763
Nylon,130.0,3.0,0.9778,0.9848,0.9762
Nylon,130.0,4.0,0.9764,0.9847,0.9749
Nylon,130.0,5.0,0.9761,0.9839,0.9754
Nylon,130.0,6.0,0.9751,0.9827,0.975
Nylon,130.0,7.0,0.9743,0.9845,0.9731
Nylon,130.0,8.0,0.9749,0.9813,0.9729
Nylon,130.0,9.0,0.9741,0.9823,0.9742
Nylon,130.0,10.0,0.9722,0.9824,0.9745
Nylon,130.0,11.0,0.9718,0.9824,0.9728
Nylon,130.0,12.0,0.9712,0.9823,0.9715
Nylon,130.0,13.0,0.971,0.981,0.9732
Nylon,130.0,14.0,0.971,0.9816,0.973
Nylon,130.0,15.0,0.9718,0.9821,0.9709
Nylon,130.0,16.0,0.9713,0.982,0.973
Nylon,130.0,17.0,0.9708,0.9823,0.9716
Nylon,130.0,18.0,0.9721,0.9816,0.9719
Nylon,130.0,19.0,0.9705,0.9795,0.9699
Nylon,130.0,20.0,0.9714,0.9807,0.9706
Nylon,140.0,1.0,0.9755,0.9834,0.9779
Nylon,140.0,2.0,0.9771,0.9827,0.9762
Nylon,140.0,3.0,0.9747,0.9825,0.9761
Nylon,140.0,4.0,0.9749,0.9843,0.9759
Nylon,140.0,5.0,0.9737,0.9835,0.9747
Nylon,140.0,6.0,0.9755,0.9831,0.9728
Nylon,140.0,7.0,0.9737,0.9838,0.9741
Nylon,140.0,8.0,0.9729,0.9807,0.9726
Nylon,140.0,9.0,0.9731,0.9808,0.9726
Nylon,140.0,10.0,0.9728,0.9809,0.9735
Nylon,140.0,11.0,0.9717,0.9807,0.9732
Nylon,140.0,12.0,0.9735,0.9813,0.9711
Nylon,140.0,13.0,0.9704,0.9816,0.9712
Nylon,140.0,14.0,0.9711,0.982,0.9724
Nylon,140.0,15.0,0.9721,0.9822,0.9704
Nylon,140.0,16.0,0.9711,0.9796,0.9723
Nylon,140.0,17.0,0.9712,0.9801,0.9701
Nylon,140.0,18.0,0.9703,0.9814,0.9703
Nylon,140.0,19.0,0.9713,0.9815,0.9703
Nylon,140.0,20.0,0.9704,0.9803,0.9717
Nylon,150.0,1.0,0.9772,0.9838,0.9756
Nylon,150.0,2.0,0.976,0.984,0.9768
Nylon,150.0,3.0,0.9737,0.9838,0.9735
Nylon,150.0,4.0,0.9754,0.9828,0.9734
Nylon,150.0,5.0,0.9751,0.9829,0.9748
Nylon,150.0,6.0,0.9738,0.9813,0.9749
Nylon,150.0,7.0,0.9719,0.9831,0.9731
Nylon,150.0,8.0,0.973,0.9829,0.9721
Nylon,150.0,9.0,0.9732,0.9809,0.9719
Nylon,150.0,10.0,0.9733,0.9817,0.9711
Nylon,150.0,11.0,0.9704,0.9827,0.9705
Nylon,150.0,12.0,0.9724,0.9797,0.9717
Nylon,150.0,13.0,0.9723,0.9819,0.9713
Nylon,150.0,14.0,0.9714,0.9793,0.9719
Nylon,150.0,15.0,0.9699,0.98,0.9714
Nylon,150.0,16.0,0.9707,0.98,0.9714
Nylon,150.0,17.0,0.9714,0.979,0.9705
Nylon,150.0,18.0,0.9716,0.98,0.9714
Nylon,150.0,19.0,0.9702,0.9806,0.9714
Nylon,150.0,20.0,0.9714,0.9796,0.9688
Nylon,160.0,1.0,0.9744,0.9847,0.9752
Nylon,160.0,2.0,0.9754,0.9818,0.9757
Nylon,160.0,3.0,0.9728,0.9841,0.9746
Nylon,160.0,4.0,0.9725,0.982,0.974
Nylon,160.0,5.0,0.9723,0.9824,0.972
Nylon,160.0,6.0,0.972,0.9834,0.9721
Nylon,160.0,7.0,0.9725,0.983,0.9728
Nylon,160.0,8.0,0.9714,0.9822,0.9714
Nylon,160.0,9.0,0.9713,0.9818,0.9713
Nylon,160.0,10.0,0.9712,0.9811,0.9718
Nylon,160.0,11.0,0.9721,0.9815,0.9716
Nylon,160.0,12.0,0.9716,0.9817,0.9726
Nylon,160.0,13.0,0.9724,0.9794,0.9722
Nylon,160.0,14.0,0.9696,0.9818,0.9702
Nylon,160.0,15.0,0.9695,0.9798,0.9713
Nylon,160.0,16.0,0.9716,0.9804,0.9709
Nylon,160.0,17.0,0.9718,0.9804,0.9693
Nylon,160.0,18.0,0.9701,0.9806,0.9696
Nylon,160.0,19.0,0.9712,0.9793,0.9715
Nylon,160.0,20.0,0.9697,0.9795,0.9704
Nylon,170.0,1.0,0.9746,0.9835,0.9754
Nylon,170.0,2.0,0.9733,0.9815,0.9748
Nylon,170.0,3.0,0.9727,0.9823,0.9749
Nylon,170.0,4.0,0.9717,0.9816,0.9729
Nylon,170.0,5.0,0.974,0.9824,0.9721
Nylon,170.0,6.0,0.9734,0.9822,0.9729
Nylon,170.0,7.0,0.9713,0.98,0.9715
Nylon,170.0,8.0,0.9711,0.9803,0.972
Nylon,170.0,9.0,0.971,0.9806,0.9712
Nylon,170.0,10.0,0.9703,0.9803,0.9726
Nylon,170.0,11.0,0.9711,0.9797,0.971
Nylon,170.0,12.0,0.9694,0.9813,0.9723
Nylon,170.0,13.0,0.9713,0.9804,0.9701
Nylon,170.0,14.0,0.972,0.9806,0.9695
Nylon,170.0,15.0,0.9716,0.9801,0.971
Nylon,170.0,16.0,0.9715,0.9791,0.9704
Nylon,170.0,17.0,0.9698,0.9811,0.97
Nylon,170.0,18.0,0.9687,0.9804,0.9703
Nylon,170.0,19.0,0.9713,0.9793,0.9686
Nylon,170.0,20.0,0.9698,0.9805,0.9688
Nylon,180.0,1.0,0.9728,0.9819,0.974
Nylon,180.0,2.0,0.9745,0.9818,0.9722
Nylon,180.0,3.0,0.9725,0.9816,0.9723
Nylon,180.0,4.0,0.974,0.9828,0.9713
Nylon,180.0,5.0,0.9721,0.983,0.9731
Nylon,180.0,6.0,0.9728,0.9827,0.9717
Nylon,180.0,7.0,0.9706,0.9814,0.9704
Nylon,180.0,8.0,0.9713,0.982,0.9729
Nylon,180.0,9.0,0.9726,0.9816,0.9699
Nylon,180.0,10.0,0.9722,0.9804,0.9711
Nylon,180.0,11.0,0.9715,0.9794,0.9698
Nylon,180.0,12.0,0.9708,0.979,0.9716
Nylon,180.0,13.0,0.9699,0.9805,0.9703
Nylon,180.0,14.0,0.9688,0.9795,0.9717
Nylon,180.0,15.0,0.9701,0.9806,0.9713
Nylon,180.0,16.0,0.97,0.9806,0.9693
Nylon,180.0,17.0,0.9693,0.9815,0.9687
Nylon,180.0,18.0,0.9702,0.9802,0.9711
Nylon,180.0,19.0,0.9699,0.9806,0.9689
Nylon,180.0,20.0,0.9702,0.981,0.969
Nylon,190.0,1.0,0.9726,0.9832,0.972
Nylon,190.0,2.0,0.9721,0.9816,0.974
Nylon,190.0,3.0,0.9718,0.9817,0.9737
Nylon,190.0,4.0,0.9729,0.9804,0.9709
Nylon,190.0,5.0,0.9719,0.9823,0.9728
Nylon,190.0,6.0,0.9709,0.9816,0.9721
Nylon,190.0,7.0,0.9715,0.9818,0.9698
Nylon,190.0,8.0,0.9707,0.9807,0.9706
Nylon,190.0,9.0,0.9697,0.9795,0.97
Nylon,190.0,10.0,0.9719,0.9808,0.9717
Nylon,190.0,11.0,0.9706,0.9805,0.9713
Nylon,190.0,12.0,0.9702,0.979,0.9713
Nylon,190.0,13.0,0.9702,0.9796,0.9698
Nylon,190.0,14.0,0.9713,0.9803,0.9709
Nylon,190.0,15.0,0.9706,0.9786,0.9709
Nylon,190.0,16.0,0.9711,0.9789,0.9692
Nylon,190.0,17.0,0.9689,0.9787,0.9706
Nylon,190.0,18.0,0.9687,0.9808,0.9708
Nylon,190.0,19.0,0.9688,0.9809,0.97
Nylon,190.0,20.0,0.9689,0.9793,0.9687
Nylon,200.0,1.0,0.9734,0.9826,0.9739
Nylon,200.0,2.0,0.9735,0.9806,0.9718
Nylon,200.0,3.0,0.973,0.9826,0.9733
Nylon,200.0,4.0,0.9707,0.9811,0.9724
Nylon,200.0,5.0,0.9716,0.9797,0.9717
Nylon,200.0,6.0,0.9703,0.9799,0.9705
Nylon,200.0,7.0,0.9711,0.9821,0.9698
Nylon,200.0,8.0,0.9708,0.9811,0.9704
Nylon,200.0,9.0,0.9704,0.9818,0.9696
Nylon,200.0,10.0,0.9701,0.9794,0.9696
Nylon,200.0,11.0,0.9717,0.9791,0.9691
Nylon,200.0,12.0,0.9709,0.9807,0.9703
Nylon,200.0,13.0,0.9695,0.9789,0.9694
Nylon,200.0,14.0,0.9694,0.9814,0.9698
Nylon,200.0,15.0,0.9694,0.9811,0.9691
Nylon,200.0,16.0,0.971,0.9799,0.9705
Nylon,200.0,17.0,0.9715,0.98,0.9688
Nylon,200.0,18.0,0.9705,0.9788,0.9689
Nylon,200.0,19.0,0.9703,0.9788,0.9713
Nylon,200.0,20.0,0.9687,0.9814,0.9695
